Title,LastEdited,Link,Text
Atomic demolition munition,8 March 2020,https://en.wikipedia.org/wiki/Atomic_demolition_munition,"Atomic demolition munitions (ADMs), colloquially known as nuclear land mines, are small nuclear explosive devices. ADMs were developed for both military and civilian purposes. As weapons, they were designed to be exploded in the forward battle area, in order to block or channel enemy forces. Non-militarily, they were designed for demolition, mining or earthmoving. However, apart from testing, they have never been used for either purpose.Instead of being delivered to the target by missiles, rockets, or artillery shells, ADMs were intended to be emplaced by soldiers. Due to their relatively small size and light weight, ADMs could be emplaced by military engineers or special forces teams, then detonated on command or by timer to create massive obstructions. By destroying key terrain features or choke points such as bridges, dams, mountain passes and tunnels, ADMs could serve to create physical as well as radiological obstacles to the movement of enemy forces and thus channel them into prepared killing zones.[5][6]According to official accounts, the United States deployed ADMs overseas in Italy and West Germany (Fulda Gap) during the Cold War.[7][8][9] The most modern types (SADM and MADM) were deployed in South Korea.[10][11][12] Seymour Hersh referred to the deployment of ADMs along the Golan Heights by Israel in the early 1980s.[13]ADMs have never been used commercially although similar small devices, often modified to cut down on fission yield and maximize fusion, have been deeply buried to put out gas well fires as part of the Soviet test program.[clarification needed]The Soviet Union tested the use of nuclear devices for mining and natural gas extraction (stimulating gas flow in a similar manner to fracking) on several occasions starting in the mid-1960s, as part of the Nuclear Explosions for the National Economy program. Tests for similar purposes were carried out in the United States under Operation Plowshare, but due to radioactive contamination caused by the tests, no direct commercial use was made of the technology although they were successful at nucleosynthesis and probing the composition of the Earth's deep crust by Vibroseis which has helped mining company prospecting.[14][15][16]In the 1950s and 1960s, the United States developed several different types of lightweight nuclear devices. The main one was the W54, a cylinder 40 by 60 cm (about 16 by 24 inches) that weighed 23 kg (50 lb). It was fired by a mechanical timer and had a variable yield equivalent to between 10 tons and 1 kt of TNT.  A Field non-variable yield version of the W54 nuclear device (called the Mk-54 Davy Crockett warhead for the M-388 Crockett round) was used in the Davy Crockett Weapon System.The Mk 30 Mod 1 Tactical Atomic Demolition Munition (TADM) was a portable atomic bomb, consisting of a Mk 30 warhead installed in a X-113 case. The X-113 was 26 inches (66 cm) in diameter and 70 in (178 cm) long, and looked like corrugated culvert pipe. The whole system weighed 840 pounds (381 kg). Production of the TADM started in 1961 and all were removed from stockpile by 1966. A weapons effect test of the TADM was made in the 1962 Johnny Boy (Johnnie Boy[17]) shot of the Dominic II series (which is more accurately referred to as Operation Sunbeam), the yield of Johnny Boy/Johnnie Boy was about .5 kt.[18] A preceding ADM test which resulted in a comparable yield, was test shot Danny Boy of Operation Nougat, also producing a yield of about 0.5 kiloton.[19]The Special Atomic Demolition Munition (SADM) was a family of man-portable nuclear weapons fielded by the US military in the 1960s, but never used in actual combat.  The US Army planned to use the weapons in Europe in the event of a Soviet invasion. US Army Engineers would use the weapon to irradiate, destroy, and deny key routes of communication through limited terrain such as the Fulda Gap.  Troops were trained to parachute into Soviet occupied western Europe with the SADM and destroy power plants, bridges, and dams.The weapon was designed to allow one person to parachute from any type of aircraft carrying the weapon package and place it in a harbor or other strategic location that could be accessed from the sea. Another parachutist without a weapon package would follow the first to provide support as needed.The two-person team would place the weapon package in the target location, set the timer, and swim out into the ocean where they would be retrieved by a submarine or a high-speed surface water craft.The Medium Atomic Demolition Munition (MADM) was a tactical nuclear weapon developed by the United States during the Cold War. They were designed to be used as nuclear land mines and for other tactical purposes, with a relatively low explosive yield from a W45 warhead, between 1 and 15 kilotons. Each MADM weighted around 400 lb (181 kg) total.  They were produced between 1965 and 1986.[20]In the aftermath of the collapse of the Soviet Union, the United States and Russia developed a deep cooperation designed to assure the security of Russia’s nuclear arsenal. While a number of steps were taken to consolidate and improve the security of Russia’s strategic nuclear arms, particularly under the Cooperative Threat Reduction program, concern remained over the security of the Russian tactical nuclear weapons arsenal. In particular, a serious debate arose over the status of what are known as “suitcase nuclear weapons,” very small Soviet-era nuclear devices. The term suitcase nuke is generally used to describe any type of small, man-portable nuclear device although there is serious debate as to the validity of the term itself. In a worst case analysis, a suitcase nuke would be small enough to be hand-carried into a major population or leadership center (downtown Manhattan or Capitol Hill, for example) undetected and then detonated. Although, by most accounts, the yield of such a device is likely far less than ten kilotons, its combined effects may have the potential to kill tens of thousands, if not more. There is a great deal of confusion over just how many of these suitcase devices exist or if they even exist at all. By some accounts, the Soviet Union built hundreds of these devices, of which several dozen were missing. Based on other reports, suitcase nukes were never built in large numbers or were never deployed.There is no definitive open source information on the number, location, security, or status of these suitcase nuclear bombs. No Soviet suitcase bomb or any of its presumed components has ever been found, much less used, in the three decades after the collapse of the USSR. As of 2018[update], it is likely they would not work or would fizzle at worst by lack of the required specialized maintenance common to all nuclear weapons, if they ever existed.On February 23, 1999, the PBS investigative program Frontline aired a special on Russian nuclear security which included a series of interviews with several of the individuals who spoke publicly during the 1997 debate on suitcase nukes.[21] Alexei Yablokov appeared and reasserted his position that some number of small atomic charges had been built, even going so far as to speak of their weight (“thirty kilos, forty kilos”). Yablokov accused the Russian government of misleading the public on the situation, pointing to the inconsistencies in denials by the FSB, MINATOM, and the information that was publicly available on the Internet (“…if I’m looking at a [picture] of an American weapon, I must be sure that we have an analogy…″). On the same program, Congressman Curt Weldon recounted a meeting he held in December 1997 with Defense Minister Igor Sergeyev. During this meeting, Weldon asked Sergeyev specifically about the small ADM devices. According to Weldon, Sergeyev’s response was: “Yes, we did build them, we are in the process of destroying them, and by the year 2000 we will have destroyed all of our small atomic demolition devices.” Weldon went on to express confidence in Sergeyev’s statement but also raised concern as to whether or not the Russian government had accounted for all of its nuclear devices. Frontline also featured several American and Russian experts and officials who presented differing views on the subject. General Vladimir Dvorkin, a former officer in the Strategic Rocket Forces and subsequently Director of the Fourth Central Research Institute in Moscow, admitted that “some small devices existed in the United States and Russia” but that something that small would have a very limited shelf life and would have little deterrent value. Dvorkin discounted the validity of Lebed’s[non sequitur] statements, saying “…Lebed is probably the least informed person as far as this topic is concerned…an expert in military folklore.” The former commander of U.S. nuclear forces, retired General Eugene Habiger, also appeared on Frontline and expressed doubt about the size of such devices, calling the term suitcase “a little optimistic.” Additionally, Habiger spoke of the systems set up by the Russians to track their nuclear weapons, saying “If the Russians were as deadly serious about the accountability of the nuclear weapons that I saw and have been involved with, I can only surmise that they have the same concerns with the smaller weapons.”By late 1999, the concern had expanded from nuclear armed Chechen rebels to include concerns about Osama bin Laden’s al-Qaeda network. Although unsubstantiated, some reports suggested that bin Laden had already managed to acquire weapons from the Russian nuclear arsenal. In August 1999, Voice of America broadcast a story about the threat posed by bin Laden. In it, Yossef Bodansky, an American terrorism analyst, author, and head of the Congressional Task Force on Terrorism and Non-Conventional Warfare claimed that he had learned, through sources in Russia and the Middle East, that bin Laden had “a few of the ex-Soviet ‘suitcase’ bombs acquired through the Chechens.″[22] Two months later, on October 5, the Moscow daily Komsomolskaya Pravda published an interview in which Bodansky, citing “various intelligence sources,” claimed that bin Laden had acquired, through Kazakhstan, “from several to twenty tactical nuclear warheads.” Bodansky also claimed that bin Laden had attempted to buy “nuclear suitcases” in Kazakhstan. In the same article, the director of the Atomic Energy Agency of the Republic of Kazakhstan declared that all nuclear weapons had been removed “long ago” from Kazakhstan and that suitcase nuclear devices were never built in Kazakh territory. The head of counterintelligence for the Kazakhstani Committee on National Security told Komsomolskaya Pravda that all nuclear weapons were removed from Kazakhstan in 1995 in accordance with the START I treaty and denied reports that bin Laden had attempted to purchase nuclear weapons there.[23] Bodansky’s claims surfaced again on October 25, 1999 when The Jerusalem Report published an article on bin Laden and suitcase nuclear devices. In this report, Bodansky’s claim of “a few to twenty” weapons was repeated. In addition, Bodansky claimed that bin Laden had purchased the weapons using “$30 million in cash and two tons of Afghan heroin.”[24] Very little information is available to back Bodansky’s claims and they remain in doubt.Following the September 11 terrorist attacks on the United States, fresh attention was focused on al-Qaeda’s desire for weapons of mass destruction but with more urgency than in the past. A serious concern was that al-Qaeda terrorists might attempt to obtain Russian warheads or weapon-usable nuclear materials. Former GRU Colonel Stanislav Lunev’s 1998 statements were resurrected following the attacks. During an appearance on CBS, Lunev reasserted his claim that suitcase bombs existed, even going so far as to claim that bin Laden had obtained several of the devices from the former Soviet Union. In the same segment, Michael O’Hanlon of the Brookings Institution discounted Lunev’s claims: “Our view is that this is not a major worry. If those devices ever existed, they were under the control of the Soviet state, and not available to terrorists.”[25] On December 20, 2001 UPI reported that the FBI had stepped up its investigation into terrorist access to Russian nuclear stockpiles. Representative Weldon, once again at the forefront of the debate, stated “Do I think he [bin Laden] has a  [sic] small atomic demolition munitions, which were built by the Soviets in the Cold War? Probably doubtful.”[26]On January 17, 2002, Russia’s Atomic Energy Minister, Aleksandr Rumyantsev, told Interfax it would be impossible for terrorists to construct a portable nuclear weapon, citing a lack of “necessary potential and materials.” The Interfax report went on to state “major nuclear powers have an effective system of control over miniature nuclear charges, which weigh a total of several dozen kilograms.” According to Rumyantsev “all of these [miniature nuclear devices] are registered… it is technically impossible for such charges to find their way into the hands of terrorists.”[27]"
Frank Wall (Irish politician),8 January 2020,https://en.wikipedia.org/wiki/Frank_Wall_(Irish_politician),"Frank Wall is a former Irish politician. He briefly served as a Fianna Fáil member of the 16th Seanad.[1] He was nominated by the Taoiseach Charles Haughey, on 13 December 1982, to fill a vacancy after the November 1982 general election. He did not contest the 1983 Seanad election.He was the General Secretary of the Fianna Fáil party from 1981 to 1991.[2]"
Sykopetra,12 January 2019,https://en.wikipedia.org/wiki/Sykopetra,"Sykopetra (Greek: Συκόπετρα) is a village in the Limassol District of Cyprus, located 5 km north of Arakapas. "
Gyromancer,28 March 2020,https://en.wikipedia.org/wiki/Gyromancer,"Gyromancer is a puzzle and role-playing video game developed by PopCap Games in collaboration with Square Enix. The player moves through a map of an enchanted forest, battling monsters using their own summoned monsters through a puzzle-game battle based on PopCap's Bejeweled Twist. In these battles, the player rotates groups of four in a grid of gems to line up three or more jewels of the same color; when enough lines have been created damage is dealt to the enemy. Between battles, a story is told through a series of cutscenes, while the player and the summoned monsters gain experience and power using role-playing elements.The initial idea for the game was inspired by Puzzle Quest: Challenge of the Warlords, a 2007 video game which members of both companies were playing at the time. The game was proposed to Square Enix half-jokingly by PopCap's chief creative officer Jason Kapalka during a meeting between the two companies in 2007, and was released on the Xbox Live Arcade and on the Steam platform for Windows PCs by Square Enix on November 18, 2009. Gyromancer received a generally positive reception from reviewers. Critics took issue with perceived limited graphics, some aspects of the music, and a weak and confusing plot. Despite these flaws, in general they found the game to be fun and addictive, and to have a great deal of replay value.Players assume the role of Rivel, an immortal summoner who ventures through the enchanted Aldemona Wood. He has been tasked to track down the rebel group Temperance, led by Quraist Kingsley, who have assassinated a member of the royal family. The forest at times magically seals itself, trapping visitors inside, and is rumored to hold a source of mystical power for which Quraist is searching.[1][2] The game consists of twelve stages, which are large branching maps that allow the player to move from points represented by stars to adjacent points. Each stage contains its own objectives, from defeating beasts that block the player's way, to solving puzzles before time runs out. Additional stages are available for purchase as downloadable content.[3] There are multiple optional objectives per stage, in addition to a main goal.[2] Many areas of each stage are initially blocked off, and can only be entered by replaying the stage later in the game.[1]While moving through the stages, the player encounters many monsters, and is forced to battle against them using one of their own monsters in a puzzle battle based on Bejeweled Twist. The creatures are variations on fantasy archetypes and include demons, giant spiders, giant frogs, and beasts inspired by Dungeons & Dragons.[1] The player can only bring three creatures into a stage out of all of the ones that they have, and selects one of the three when a battle begins. A grid of different colored gems is displayed, and the player can select blocks of four jewels and rotate them clockwise. If a line of three or more identical gems is formed, the gems disappear, allowing all of the jewels above the now-vacant spaces in the grid to fall down a row to replace them. New gems appear at the top of the screen to fill any holes in the grid. If new lines of gems are formed from this movement, the process repeats. Whenever lines are formed, a gauge is filled slightly for the player; when it is full a special gem appears on the board. When that gem is formed into a line, damage is done to the enemy. The enemy also has a gauge, which is filled every time the player performs a rotation, and damage is dealt directly to the player when it is filled.[3]Later in the game, non-rotatable gems can be found, and the player is punished for rotations that do not lead to a match by having the enemy's gauge fill faster. The amount of damage that the player can take or deliver is dependent on the monster used in battle, and using a beast in battle earns experience points which can increase the power of that summon. Each monster has a corresponding color, and matching gems that are the same color as the player's chosen monster or the enemy makes the player's gauge fill faster or theirs slower.[3] Enemy monsters can change gems on the board to skulls, which cause damage to the player if they are not lined up within a certain number of moves.[1] After being defeated in a battle, enemy monsters are added to the list of creatures that the player chooses from when they start a stage. New monsters can also be found hidden in the stages, along with items that can be used during battles.[2]The game was first thought up in 2007 during a meeting between PopCap and Square Enix, which had published several of PopCap's games in Japan. Jason Kapalka, the co-founder and chief creative officer of PopCap, claims that he half-jokingly proposed a game collaboration between the two companies that would combine a role-playing game with Bejeweled-style gameplay, calling it “Final Fantasy Bejeweled”.[4] Kapalka was envisioning creating a similar game to Puzzle Quest: Challenge of the Warlords, a 2007 video game which members of the development staff of both companies were playing at the time.[5] The idea attracted the attention of Yuichi Murasawa, designer of Final Fantasy Tactics Advance, and the game began formal development. To differentiate the game from Puzzle Quest, the gameplay was based around Bejeweled Twist rather than Bejeweled, which Kopalka feels fit the art design of the game more.[4] Other candidates considered were Zuma and Peggle, but they were dropped as the developers felt that they did not fit in with the combat theme.[5] PopCap developed the early prototype for the game, then allowed Square Enix to complete the bulk of the work in designing and creating the game, especially in regards to the RPG aspects.[4] Square Enix and PopCap announced the game on September 24, 2009.[6] It was published by Square Enix on the Xbox Live Arcade and on the Steam platform for Windows PCs on November 18, 2009.[7] A downloadable pack of maps and a pack of items were made available for sale a week after launch on November 23, 2009 for both versions of the game.[8]The game was directed by Murasawa and produced by Yoshinori Kamei. The story was written by Kyoko Kitahara, who had previously worked on Final Fantasy Tactics Advance with Murasawa, and the art direction was led by Yuki Matsuzawa. The soundtrack was created by Tsuyoshi Sekito. Matsuzawa was asked to make the art style that of a dark fantasy and to focus more on making the visuals realistic rather than fantasy-oriented, so that it would appeal more to players outside Japan.[5]Gyromancer received a generally positive reception from reviewers. While many critics noted its similarity to Puzzle Quest, the gameplay was still described as being fun and addictive by Brett Todd of GameSpot, and similar praises were made by Daemon Hattfield of IGN and Eurogamer's Oli Welsh.[1][2][3] Welsh claimed that it had a great deal of replay value, and praised the surprisingly varied story missions.[3] Game Informer's Matt Miller disagreed slightly, stating that while the game had some replay value, it was limited by the lack of depth to the RPG elements of the game.[11] Although the paintings of the monsters and game world were rated highly by critics, the art direction itself was criticized. Todd called the graphics murky and grainy and noted the lack of animation in the battles or cutscenes, in which two-dimensional pictures of the characters speaking slide back and forth like cardboard cutouts rather than perform realistic movements.[1] Welsh added that the stage maps were crudely portrayed.[3] Hattfield did not share those concerns, but did note say that they felt that the portraits of monsters were reused for different monsters too often.[2] Miller disagreed completely with the other critics, saying that the game looks great and that even the map screen between battles has a polished appearance.[11] A reviewer from GameTrailers also enjoyed the aesthetic of the game, saying that despite the still images and simple effects, the game made an effort to look and sound the part of a deeper game, which they felt would increase the player's enjoyment.[12]The plot was similarly criticized, with Welsh calling it endearing, largely unpronounceable rubbish, while Hattfield termed it not Gyromancer's strong point and a bit hard to follow.[2][3] Miller dismissed it as generic and lackluster, while the GameTrailers reviewer said that it was somewhat thrown together. All the reviews, however, noted that the plot was largely irrelevant to the game next to the gameplay elements.[11][12] Todd criticized the tutorial system as very inadequate, as well as the beyond cheesy music, a criticism that Hattfield left only to the Japanese videogame metal during boss battles, rather than the rest of Sekito's rousing orchestral tunes.[1][2] Overall, however, the reviewers felt that Gyromancer was a fun, casual game.[1][2]"
History of the Royal Malaysia Police,15 January 2020,https://en.wikipedia.org/wiki/History_of_the_Royal_Malaysia_Police,"The Royal Malaysia Police trace their existence to the Malacca Sultanate in the 1400s and developed through administration by the Portuguese, the Dutch, modernization by the British beginning in the early 1800s, and the era of Malaysian independence.The police system began in the Malacca Sultanate. Police responsibilities were combined with military duties. The sultan was the absolute authority: judge, religious leader, commander of the military and interpreter of the law. The sultanate's legal code was known as Undang-Undang Melaka.The bendahara was second in command, after the sultan. He was the sultan's advisor, chief administrator, and sometimes a warlord. Bendahara Paduka Raja Tun Perak was the sultanate's best-known bendahara.The Temenggung was responsible for maintaining security and peace statewide, including in the palace grounds. His tasks were arresting criminals, building prisons and imposing sentences.Village chiefs, representatives of the sultan, were tasked with tax collection, law enforcement and public safety. The traditional police systems changed when the sultanate was conquered by the Portuguese, led by Afonso de Albuquerque, on 10 August 1511.Portugal ruled Malacca for over a century. On 14 January 1641, a Dutch fleet conquered it with help from Johor troops in a battle at Aceh. The Dutch ruled Malacca with a combined military and Portuguese system. Its police force, known as Burgher Guard, was formed as the European population increased; the lower ranks were made up of Malaccans. Head villagers continued their duties as they did in the Malacca Sultanate under Dutch rule.When the British took over Malacca in 1795 (while Sumatera's Bangkahulu province remained under Dutch rule), William Farquhar was elected as the British military governor and the Dutch officers remained in their positions. The Malacca justice council was allowed to function as a magistrate and continue the Burgher Guard police duties.On 11 August 1786, Francis Light came to Penang Island and named it Prince of Wales Island. The population of Penang at that time was small and mostly Malay fishermen. Three years later, its population had increased to 10,000 through immigration. Light felt a need for a police force; he pleaded his case to his superiors in India, but it was not well-received. His superiors later promoted him to superintendent, and instructed him to work alone.In 1787, several riots occurred in Penang. European sailors were involved, and two Siamese were killed. Light wrote to East India Company governor Lord Cornwallis in India asking for legislation and a police force, but this request was also rejected. In 1792, he appointed community leaders for the Malays, the Chinese and the South Indians to act as magistrates in minor cases; other cases were presented to the superintendent. Each leader had five assistants. Although police responsibilities included water supply, registration of births, fire prevention and jail duty, their primary job was to uphold the law.Europeans were not subject to local laws; when a European was involved in a 1793 murder case, Light had no jurisdiction; he again unsuccessfully asked the English East India Company director for a unified police force. He died on 21 October 1794, and was replaced by Forbes Ross Macdonald in 1796. Colonel Arthur Wellesley stopped at Penang during his journey to Manila. Noting the public-safety situation in Penang, he urged the Europeans to appoint a magistrate. On 19 April 1800, George Leith arrived in Penang as the new lieutenant-general. Four months later, John Dicken was appointed magistrate.In early 1804, William Farquhar arrived in Penang to replace Leith as lieutenant-general. At the time, the police force was ineffective. The following year, the Penang administration was reshuffled; a governor was appointed, and a council established. On 25 March 1807, a charter was accepted; Penang established a court and a better police force, based on the charter.The British East Indies Company acquired Singapore in 1819. Although Singapore progressed rapidly, Malacca and Penang did not. The three British colonies in Malaya were united in 1826, with Penang its administrative centre. In 1830, the Straits Settlements were governed by Resident Robert Fullerton; each province was governed by a deputy resident. Two years later, the Straits Settlements were united under a governor; the administrative centre moved to Singapore. The deputy residents were appointed resident counselors.The 1867 move of the Straits Settlements from India to the British government, important to the history of Malaya, did not immediately affect the Straits Settlements police. The Police Force Ordinance, amended in 1871, was operative from 1872 until the arrival of the Japanese; all police forces in the Straits Settlements were controlled by the chief of police in Singapore. Penang and Malacca were led by a superintendent, who acted as the chief police officer. The first police chief of the Straits was Samuel Dunlop.The British resident system was established in the Malaya states in 1874, pioneered by Perak. In 1895, four Federated Malay States were merged into a federation.The federation united all its police forces on 1 July 1896. According to the federation's constitution, the police force, customs, Department of Survey, labour and defence departments were placed under government jurisdiction (headquartered in Kuala Lumpur). Its police force was headed by a commissioner and a chief  of police. Although the commissioner was responsible for upper administration and surveillance, the police force was controlled by the Malay Associate States Chief Secretary; according to Section 3 of the Police Force Enactment (1924), The Superintendent and administration of the Police Force shall be in the hands of the Commissioner and subject to the orders and control of the Chief Secretary.The first Federated States Police Commissioner was Captain H. C. Syers (superintendent of Selangor), moved the state police headquarters from Klang to Kuala Lumpur. He was followed by Christian Wagner.Under Syers, the police changed; a blue uniform was introduced. State uniforms were differentiated by the shape of the button and badge. Syers reformed police administration in Perak. At that time the Perak contingent had 842 members, 15 European officers, 472 officers, Sikh and Pathan officers, 14 orderlies and 302 lower-ranking officers and Malay constables. In Selangor there were six European police officers, 32 Pathans and 500 lower-ranking officers and Malay constables. With the establishment of the Malay States Guides under Robert Sandilands Frowd Walker in 1896, the police force was increased to six infantry companies and two artillery companies (900 members).[1]The Pahang police chief was named Duff, and his team had 245 members. F. W. Talbot led the Negeri Sembilan contingent. There were two inspectors, 56 Sikh officers and 250 low ranks and Malay constables. Around 1902 the police force had 2,160 members, three deputy commissioners, two assistant commissioners, 25 inspectors, two bumiputera officers, 1,961 low-ranking officers and constables, 93 detectives and 14 orderlies. The contingents were armed with Martini-Enfield converted carbines. Police officers were usually recruited from the Indian army. A training centre was established at the Bluff Road compound in October 1903.To encourage Malays to enlist in the police force, Sultan Alang lskandar of Perak was appointed assistant commissioner on 1 August 1905. Thirty-seven years later, the training centre was moved to PULAPOL (the Malaysian Police Training Centre).The Federated Malay States Police increased from 2,138 to 3,241 officers, and the number of Europeans increased from 41 to 72. The chief problem faced at the time was gambling in the Chinese community.The Police Force Act was passed on 9 January 1924, enumerating the roles and responsibilities of the Federated Malay States Police. The armed police were recognised as a civilian (rather than a military) body in 1934. Malays, Chinese and Indians were recruited, commanded by British officers. After Indian independence, Sikhs and Punjabis enlisted. Their uniform consisted of a songkok, tunic and trousers (similar to a British policeman, but white), with a sarong on top.[2]During World War II, when Malaya was conquered by the Japanese, the Federated Malay States Police was eliminated. The last police chief, Edward Bagot, fled to Singapore after British defence forces failed to stop the Japanese army advance. When Singapore fell to the Japanese, he was captured.[3] Bagot had written the 15 June 1941 Report on the Strikes in Selangor, predicting the worst surrender in British military history.[4]In 1939, Straits Settlements Police Chief A. H. Dickinson was appointed Civil Security Officer in Malaya. He was responsible for arranging the Malayan defence against Imperial Japanese Army threats.In Selangor and Negeri Sembilan, special constables and extra police constables strengthened the police force. Police forces in Kedah, Perak and Kelantan were ordered to patrol the border areas between Malaya and Thailand. At that time, anti-British groups stepped up subversive activities. Anti-British campaigns were waged, particularly by two newspapers owned by the Malayan Communist Party: Emancipation News and Vanguard News.On 9 December 1941, Imperial Japanese forces landed in Kelantan and Terengganu. The Japanese developed a military administration in Malaya. The police force continued to function, but it was used by the Japanese as a means of oppression.At the end of 1945 and in early 1946, the British tried to establish a Malayan Union which had been planned in London. Despite violent opposition, the union became effective on 1 April 1946 and the Civil Affairs Police Force, Malay Peninsula became the Malayan Union Police Force.The withdrawal of the Imperial Japanese Army at the end of World War II disrupted the Malayan economy. Problems included unemployment, low wages and scarce, expensive food. There was considerable labour unrest, and many strikes occurred from 1946 to 1948. The British administration attempted to quickly repair Malaya's economy, since revenue from Malaya's tin and rubber industries was important to Britain's post-war recovery. Protesters were dealt with by arrest and deportation, and became increasingly militant. On 16 June 1948, three European plantation managers were killed in Sungai Siput, Perak.[5]The British enacted emergency measures, first in Perak (in response to the Sungai Siput killings) and then nationwide. The Malayan Communist Party and other left-wing parties were outlawed, and the police were authorised to imprison communists (and those suspected of assisting communists) without trial. The initial government strategy was primarily to guard important economic targets, such as mines and plantationes. Harold Rawdon Briggs, the British Army's director of operations in Malaya, developed a strategy known as the Briggs Plan. Its central tenet was that the best way to defeat an insurgency was to cut the insurgents off from their supporters.The British had 13 infantry battalions in Malaya at the beginning of the emergency, including seven partly-formed Gurkha battalions, three British battalions, two battalions of the Royal Malay Regiment and a British Royal Artillery regiment used as infantry.[6] At all levels of government (national, state and district), military and civil authority was assumed by a committee of military, police and civilian officials. This allowed intelligence from all sources to be rapidly evaluated and disseminated, and permitted the coordination of anti-guerrilla measures.Duli Yang Maha Mulia, Yang di-Pertuan Agong Abdul Rahman of Negeri Sembilan agreed to bestow the title Royal on the Federal Malaya Police Force on 24 July 1958, and it became known as the Royal Federation Of Malayan Police. The title was bestowed in appreciation of the role played by the police during the Malayan Emergency. Among those present at the parade by 700 police officers at the Police Training Centre were Deputy Prime Minister and Defence Minister Dato' Abdul Razak Hussin, Police Commissioner W. L. R. Carbonell, Deputy Commissioner C. H. Fenner and Singapore Police Commissioner A. E. G. Bladers. Three other Commonwealth police forces had a Royal title: the Royal Canadian Mounted Police, the Royal Ulster Constabulary and the Royal Hong Kong Police Force. According to police records, 1,346 policemen were killed in the line of duty during the emergency; 10,698 communists were killed, 5,972 by the police, who were tasked with combating attempts to establish a communist state by force and violence.[7]The motto Bersedia Berkhidmat (Ready To Serve) was introduced by Police Commissioner Arthur Young on 15 December 1952. In Operation Service, Police Commissioner Directive No. 36, 1952, Young stressed the creation of understanding between civilians and police and hoped to counter negative views of the force."
Oklahoma State Highway 59,22 October 2016,https://en.wikipedia.org/wiki/Oklahoma_State_Highway_59,"State Highway 59, abbreviated SH-59, is a 93-mile (150 km) state highway in central Oklahoma. It runs from Criner, Oklahoma in McClain Co. to Wewoka.SH-59 begins at SH-39 north of Criner and immediately heads due south through that town. It turns due east six miles (9.6 km) north of Lindsay, serving Payne instead. After a one-mile (1.6 km) concurrency with SH-24, SH-59 crosses SH-74 and has an interchange with I-35.Shortly after passing under the interstate, it meets US-77 south of Wayne, and passes through the small towns of Rosedale and Byars. Five miles (8 km) east of Byars, it meets U.S. Highway 177 and turns northward to join with it. SH-3W joins the concurrency five miles later.The three highways cross over the South Canadian River to enter Pottawatomie Co. just south of Asher. In Asher, SH-59 meets SH-39 a second time, and six miles (10 km) later it splits off from US-177 and SH-3W to head east again, through St. Louis, Oklahoma and Maud. It forms a concurrency with US-377/SH-99/SH-3E south of Seminole, before splitting off near Bowlegs. It meets US-270 west of Wewoka, and then ends two miles (3 km) later.SH-59 was first added to the state highway system in 1932 and was entirely contained within McClain County, running from Wayne to State Highway 18 (present-day US-177).[1] It was extended eastward to end at SH-48 (present-day US-377/SH-99) north of Bowlegs in 1947 or 1948.[3] It was extended to its present eastern terminus in 1965 or 1966,[4] and no significant changes have been made since.SH-59A runs from US-177/SH-59 east to connect with SH-3W south of SH-59's own connection with the highway. This allows eastbound travelers to more easily access Ada. It is 5.27 miles (8.48 km) long.[5][6]SH-59B runs from SH-59 south to connect with SH-19 just east of Lindsay. It is 5.69 miles (9.16 km) long.[5][7]A second SH-59B runs east from SH-102 through Macomb, ending at US-177 / SH-3W north of Asher, a distance of 6.93 miles (11.15 km). The highway's entire length lies in Pottawatomie County. SH-59B does not directly connect to SH-59.[8]"
Marcelo Mirisola,24 March 2020,https://en.wikipedia.org/wiki/Marcelo_Mirisola,"Marcelo Mirisola (born in São Paulo on May 9, 1966) is a contemporary Brazilian author.[1] He is usually known for his scatological, innovative, and comic writing style, and for his ingenious interplay between autobiography and fiction.[2] His literary production includes short stories, novels, chronicles, and theater pieces, and is influenced by authors like John Fante, Henry Miller, Charles Bukowski, Louis-Ferdinand Céline, and Marcia Denser, among others.[3][4] He has collaborated regularly for Brazilian magazines, newspapers and websites.[5] Mirisola holds a bachelor's degree in Law, but has never practiced the profession.[6]"
Amara angustata,30 August 2019,https://en.wikipedia.org/wiki/Amara_angustata,Amara angustata is a species of beetle of the genus Amara in the family Carabidae.
Ramnarain Ruia,30 November 2019,https://en.wikipedia.org/wiki/Ramnarain_Ruia,"Seth Ramnarain Ruia (also known as Ramnarain Hurnundrai) was an Indian businessperson.[1][2][3][4] He is also referred as the Cotton King.[5][6]He was one of the co-founders of Bank of India along with Sir Sassoon David and Sir Cowasji Jehangir Readymoney.[7][1] Ramnarain Ruia College, a college located in Mumbai, is named after him.[5]He was born around the 1860s. In 1883, Ramnarain became a broker to the opium department of Sassoon J. David, the well-known Armenian firm in Bombay. In 1891, he became a guaranteed broker to Sassoon J. David's cotton department.[8]In 1905, Ruia purchased Phoenix Mills and two other mills in 1905 to start his textiles business. The other two mills, which he had purchased was the Bradbury Mills at Kalbadevi) and the Dawn Mills at Lower Parel in Bombay.[1]In 1959, the firm was listed on the Bombay Stock Exchange. The firm also ventured into real estate in 1987and built High Street Phoenix, Mumbai.[2] He co-founded Bank of India in 1906.[7][1]"
Cahit Irgat,10 March 2020,https://en.wikipedia.org/wiki/Cahit_Irgat,Cahit Irgat (21 March 1915 – 5 June 1971) was a Turkish actor.[1] He appeared in more than one hundred films from 1940 to 1969.
